,location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link
1232,"BKK 1, Chamkarmon, Phnom Penh","$1,320permonth",1,1.0,55,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229679/
1233,"BKK 1, Chamkarmon, Phnom Penh",$880permonth,,1.0,37,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bath-apartment-229675/
1234," Kouk Chak, Siem Reap, Siem Reap",$380permonth,1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/kouk-chak/1-bed-1-bath-apartment-229672/
1235,"BKK 1, Chamkarmon, Phnom Penh","$2,640permonth",2,2.0,113,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229671/
1236," BKK 1, Chamkarmon, Phnom Penh",$650permonth,1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229670/
1237," BKK 2, Chamkarmon, Phnom Penh",$700permonth,2,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-2/2-bed-1-bath-apartment-229669/
1238,"BKK 1, Chamkarmon, Phnom Penh","$1,650permonth",2,2.0,125,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229664/
1239," Sala Kamraeuk, Siem Reap, Siem Reap",$650permonth,2,3.0,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-3-bath-apartment-229660/
1240," Boeung Tumpun 2, Meanchey, Phnom Penh",$450permonth,1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-tumpun-2/1-bed-1-bath-apartment-229651/
1241," Svay Dankum, Siem Reap, Siem Reap",$600permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-2-bath-apartment-229648/
1242," BKK 1, Chamkarmon, Phnom Penh","$1,200permonth",2,2.0,,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-condo-229613/
1243," Toul Tum Poung 1, Chamkarmon, Phnom Penh",$600permonth,1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229610/
1244," Tonle Bassac, Chamkarmon, Phnom Penh","$1,500permonth",3,3.0,90,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-3-bath-apartment-229595/
1245," Svay Dankum, Siem Reap, Siem Reap",$650permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-2-bath-apartment-229587/
1246,LZ Sea View Residences,$400permonth,1,1.0,43,,Condo,rent,https://www.realestate.com.kh/new-developments/lz-sea-view-residences-98771/1-bed-1-bath-condo-229585/
1247," Sla Kram, Siem Reap, Siem Reap",$550permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/2-bed-2-bath-apartment-229577/
1248," Svay Dankum, Siem Reap, Siem Reap",$650permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-2-bath-apartment-229572/
1249,"Samrong Tong, Samraong Tong, Kampong Speu",$200permonth,2,2.0,72,,House,rent,https://www.realestate.com.kh/buy/samrong-tong/2-bed-2-bath-house-229528/
1250,"Sla Kram, Siem Reap, Siem Reap",$350permonth,1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/dabest-properties-229498/
1251," Svay Dankum, Siem Reap, Siem Reap","$1,200permonth",7,7.0,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/7-bed-7-bath-house-229497/
1252," Svay Dankum, Siem Reap, Siem Reap",$250permonth,3,3.0,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/3-bed-3-bath-house-229496/
1253,"Svay Dankum, Siem Reap, Siem Reap",$700permonth,,,,,Villa,rent,https://www.realestate.com.kh/rent/svay-dankum/dabest-properties-229495/
1254,"0 0, Sala Kamraeuk, Siem Reap, Siem Reap",$530permonth,1,1.0,50,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/0-0-229481/
1255,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$800permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-229460/
1256,"Svay Dankum, Siem Reap, Siem Reap","$1,000permonth",2,3.0,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-3-bath-apartment-229455/
1257,"Toul Svay Prey 1, Chamkarmon, Phnom Penh",$900permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-svay-prey-1/2-bed-2-bath-apartment-229445/
1258,"Tonle Bassac, Chamkarmon, Phnom Penh",$850permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-apartment-229438/
1259,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,200permonth",,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229434/
1260,"Tonle Bassac, Chamkarmon, Phnom Penh","$6,300permonth",,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229418/
1261,"Tonle Bassac, Chamkarmon, Phnom Penh","$5,300permonth",,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229403/
1262,"Tonle Bassac, Chamkarmon, Phnom Penh","$12,000permonth",,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229401/
1263,De Castle Royal Condominium,$800permonth,1,1.0,74,,Serviced,rent,https://www.realestate.com.kh/new-developments/de-castle-royal-condominium/1-bed-1-bath-serviced-apartment-229394/
1264,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,500permonth",2,2.0,123,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-condo-229390/
1265,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,100permonth",,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229388/
1266,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,300permonth",,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229386/
1267,"BKK 1, Chamkarmon, Phnom Penh","$3,500permonth",3,2.0,185,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-2-bath-apartment-229377/
1268,"BKK 1, Chamkarmon, Phnom Penh","$1,800permonth",2,2.0,128,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229373/
1269,"BKK 1, Chamkarmon, Phnom Penh",$850permonth,1,1.0,56,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-condo-229368/
1270,"BKK 1, Chamkarmon, Phnom Penh","$1,400permonth",2,2.0,76,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-condo-229367/
1271," Svay Dankum, Siem Reap, Siem Reap","$2,500permonth",,,,,Land,rent,https://www.realestate.com.kh/rent/svay-dankum/land-229360/
1272,"Nirouth, Chbar Ampov, Phnom Penh","$4,500permonth",5,8.0,,519.0,Villa,rent,https://www.realestate.com.kh/rent/nirouth/5-bed-8-bath-villa-229348/
1273,"BKK 1, Chamkarmon, Phnom Penh","$1,300permonth",3,2.0,150,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-2-bath-apartment-229275/
1274," BKK 3, Chamkarmon, Phnom Penh","$8,000permonth",11,15.0,910,310.0,Villa,rent,https://www.realestate.com.kh/rent/bkk-3/11-bed-15-bath-villa-229269/
1275,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$850permonth,1,1.0,55,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229267/
1276,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$850permonth,,1.0,49,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bath-apartment-229265/
1277,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$750permonth,1,1.0,40,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229262/
1278,"Toul Svay Prey 1, Chamkarmon, Phnom Penh",$700permonth,2,2.0,110,,Apartment,rent,https://www.realestate.com.kh/rent/toul-svay-prey-1/2-bed-2-bath-apartment-229261/
1279,"Toul Svay Prey 1, Chamkarmon, Phnom Penh",$550permonth,1,1.0,70,,Apartment,rent,https://www.realestate.com.kh/rent/toul-svay-prey-1/1-bed-1-bath-apartment-229260/
1280,"Toul Svay Prey 2, Chamkarmon, Phnom Penh","$3,800permonth",5,7.0,,,Villa,rent,https://www.realestate.com.kh/rent/toul-svay-prey-2/5-bed-7-bath-villa-229257/
1281," Sala Kamraeuk, Siem Reap, Siem Reap",$380permonth,2,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-1-bath-apartment-229253/
1282," BKK 1, Chamkarmon, Phnom Penh",$750permonth,1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229252/
1283," Sala Kamraeuk, Siem Reap, Siem Reap",$460permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-2-bath-apartment-229251/
1284,"BKK 1, Chamkarmon, Phnom Penh","$1,100permonth",1,2.0,120,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-2-bath-apartment-229246/
1285,"Boeung Kak 1, Toul Kork, Phnom Penh",$450permonth,1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-1/1-bed-1-bath-apartment-229244/
1286,"BKK 1, Chamkarmon, Phnom Penh","$1,600permonth",2,2.0,190,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229243/
1287,"Tonle Bassac, Chamkarmon, Phnom Penh",$550permonth,1,1.0,,,Studio,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-studio-229242/
1288,"Boeung Kak 2, Toul Kork, Phnom Penh","$3,500permonth",7,8.0,,,Villa,rent,https://www.realestate.com.kh/rent/boeung-kak-2/7-bed-8-bath-villa-229236/
1289,"BKK 3, Chamkarmon, Phnom Penh","$5,000permonth",6,6.0,,475.0,Villa,rent,https://www.realestate.com.kh/buy/bkk-3/6-bed-6-bath-villa-229225/
1290,"BKK 1, Chamkarmon, Phnom Penh",$900permonth,1,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-2-bath-apartment-229216/
1291,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,600permonth",2,2.0,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-condo-229213/
1292,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$550permonth,2,2.0,150,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-229209/
1293," Svay Dankum, Siem Reap, Siem Reap",$850permonth,4,5.0,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/4-bed-5-bath-house-229208/
1294,"BKK 1, Chamkarmon, Phnom Penh","$1,000permonth",2,2.0,94,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229207/
1295,"BKK 1, Chamkarmon, Phnom Penh",$500permonth,,1.0,54,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bath-apartment-229206/
1296," Svay Dankum, Siem Reap, Siem Reap",$350permonth,1,2.0,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/1-bed-2-bath-house-229205/
1297,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$700permonth,3,2.0,150,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/3-bed-2-bath-apartment-229204/
1298," Phnom Penh Thmey, Sen Sok, Phnom Penh","$1,300permonth",4,5.0,,,Twin,rent,https://www.realestate.com.kh/rent/phnom-penh-thmey/4-bed-5-bath-twin-villa-229202/
1299,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,200permonth",4,5.0,400,350.0,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-5-bath-villa-229201/
1300," Phnom Penh Thmey, Sen Sok, Phnom Penh","$1,500permonth",4,5.0,,,Twin,rent,https://www.realestate.com.kh/rent/phnom-penh-thmey/4-bed-5-bath-twin-villa-229199/
1301,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$550permonth,2,2.0,84,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-229184/
1302," BKK 1, Chamkarmon, Phnom Penh",$650permonth,1,1.0,,,Studio,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-studio-229180/
1303," Boeung Kak 1, Toul Kork, Phnom Penh",$400permonth,1,1.0,,,Studio,rent,https://www.realestate.com.kh/rent/boeung-kak-1/1-bed-1-bath-studio-229178/
1304," BKK 1, Chamkarmon, Phnom Penh","$1,400permonth",2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229176/
1305,"Chroy Changvar, Chroy Changvar, Phnom Penh","$1,590permonth",1,1.0,95,,Apartment,rent,https://www.realestate.com.kh/rent/chroy-changvar/1-bed-1-bath-apartment-229170/
1306,"BKK 1, Chamkarmon, Phnom Penh",$450permonth,1,1.0,40,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229165/
1307,"Svay Dankum, Siem Reap, Siem Reap","$1,500permonth",4,4.0,,,Villa,rent,https://www.realestate.com.kh/rent/svay-dankum/properties-dabest-229162/
1308,"Chakto Mukh, Daun Penh, Phnom Penh",$400permonth,1,1.0,38,,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/1-bed-1-bath-apartment-229146/
1309,"Phsar Thmei III, Daun Penh, Phnom Penh","$2,500permonth",12,14.0,,,Shophouse,rent,https://www.realestate.com.kh/rent/phsar-thmei-iii/12-bed-14-bath-shophouse-229144/
1310,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$3,000permonth",,,,,Apartment,rent,https://www.realestate.com.kh/rent/phnom-penh-thmey/apartment-229123/
1311,"BKK 3, Chamkarmon, Phnom Penh","$2,800permonth",,,,,Shophouse,rent,https://www.realestate.com.kh/rent/bkk-3/shophouse-229117/
1312,"Boeung Trabek, Chamkarmon, Phnom Penh",$850permonth,2,2.0,67,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-trabek/2-bed-2-bath-apartment-229116/
1313,"Boeung Trabek, Chamkarmon, Phnom Penh",$550permonth,1,1.0,45,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-trabek/1-bed-1-bath-apartment-229114/
1314,"Boeung Trabek, Chamkarmon, Phnom Penh",$550permonth,2,3.0,90,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-trabek/2-bed-3-bath-apartment-229108/
1315," Toul Tum Poung 1, Chamkarmon, Phnom Penh","$2,800permonth",3,3.0,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/3-bed-3-bath-apartment-229094/
1316," Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,1,1.0,50,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229088/
1317,"Olympic, Chamkarmon, Phnom Penh",$360permonth,1,1.0,45,,Apartment,rent,https://www.realestate.com.kh/rent/olympic/1-bed-1-bath-apartment-229075/
1318,"Phsar Thmei III, Daun Penh, Phnom Penh","$2,000permonth",4,4.0,,,Shophouse,rent,https://www.realestate.com.kh/buy/phsar-thmei-iii/4-bed-4-bath-shophouse-229067/
1319,"Phsar Thmei III, Daun Penh, Phnom Penh","$1,500permonth",6,7.0,,,Shophouse,rent,https://www.realestate.com.kh/buy/phsar-thmei-iii/6-bed-7-bath-shophouse-229063/
1320,"Tonle Bassac, Chamkarmon, Phnom Penh",$450permonth,1,1.0,50,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-229060/
1321,"Tonle Bassac, Chamkarmon, Phnom Penh",$350permonth,1,1.0,50,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-229057/
1322,"Tonle Bassac, Chamkarmon, Phnom Penh",$600permonth,1,1.0,50,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-229055/
1323," Nirouth, Chbar Ampov, Phnom Penh","$1,800permonth",3,4.0,,,Villa,rent,https://www.realestate.com.kh/rent/nirouth/3-bed-4-bath-villa-229052/
1324,"BKK 1, Chamkarmon, Phnom Penh",$500permonth,1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229051/
1325,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,200permonth",3,2.0,95,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-2-bath-condo-229036/
1326," Sala Kamraeuk, Siem Reap, Siem Reap",$450permonth,2,3.0,,,House,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-3-bath-house-229029/
1327," Sala Kamraeuk, Siem Reap, Siem Reap",$700permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-2-bath-apartment-229020/
1328,"Nirouth, Chbar Ampov, Phnom Penh","$12,000permonth",6,8.0,,,Villa,rent,https://www.realestate.com.kh/rent/nirouth/6-bed-8-bath-villa-229007/
1329,"Svay Dankum, Siem Reap, Siem Reap",$650permonth,2,2.0,,,Villa,rent,https://www.realestate.com.kh/rent/svay-dankum/dabest-properties-229006/
1330," Chreav, Siem Reap, Siem Reap","$1,500permonth",,,,,Land,rent,https://www.realestate.com.kh/rent/chreav/land-229000/
1331,"BKK 1, Chamkarmon, Phnom Penh","$4,600permonth",7,6.0,800,525.0,Villa,rent,https://www.realestate.com.kh/rent/bkk-1/7-bed-6-bath-villa-228988/
1332," Sala Kamraeuk, Siem Reap, Siem Reap",$500permonth,,,,,Shophouse,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/shophouse-228962/
1333,"Toul Tum Poung 2, Chamkarmon, Phnom Penh",$450permonth,1,1.0,,,Serviced,rent,https://www.realestate.com.kh/rent/toul-tum-poung-2/1-bed-1-bath-serviced-apartment-228936/
1334,"Chroy Changvar, Chroy Changvar, Phnom Penh",$400permonth,1,1.0,64,,Apartment,rent,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-apartment-228908/
1335,"Chroy Changvar, Chroy Changvar, Phnom Penh",$650permonth,2,2.0,101,,Apartment,rent,https://www.realestate.com.kh/buy/chroy-changvar/2-bed-2-bath-apartment-228899/
1336,"BKK 1, Chamkarmon, Phnom Penh","$6,000permonth",5,4.0,240,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/5-bed-4-bath-apartment-228884/
1337,"Tonle Bassac, Chamkarmon, Phnom Penh",$500permonth,,1.0,41,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bath-apartment-228874/
1338,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,500permonth",2,2.0,128,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-apartment-228872/
1339,"BKK 3, Chamkarmon, Phnom Penh","$1,000permonth",,,,,Shophouse,rent,https://www.realestate.com.kh/rent/bkk-3/shophouse-228871/
1340,"BKK 1, Chamkarmon, Phnom Penh","$1,400permonth",1,1.0,77,,Condo,rent,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-condo-228866/
1341,"BKK 1, Chamkarmon, Phnom Penh","$1,600permonth",2,2.0,100,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-228852/
1342,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,750permonth",2,,88,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-condo-228851/
1343,"BKK 3, Chamkarmon, Phnom Penh",$750permonth,2,2.0,,,Serviced,rent,https://www.realestate.com.kh/rent/bkk-3/2-bed-2-bath-serviced-apartment-228847/
1344,"Sla Kram, Siem Reap, Siem Reap","$1,200permonth",4,6.0,,,Villa,rent,https://www.realestate.com.kh/rent/sla-kram/dabest-properties-228845/
1345,"Tuek Thla, Sen Sok, Phnom Penh","$1,000permonth",4,5.0,,,Villa,rent,https://www.realestate.com.kh/rent/tuek-thla/4-bed-5-bath-villa-228838/
1346,"Tonle Bassac, Chamkarmon, Phnom Penh",$650permonth,2,2.0,75,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-apartment-228836/
1347,"Tonle Bassac, Chamkarmon, Phnom Penh",$500permonth,1,1.0,55,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-228835/
1348,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,200permonth",1,1.0,97,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-228834/
1349,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,800permonth",2,2.0,136,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-apartment-228833/
1350,"Tonle Bassac, Chamkarmon, Phnom Penh",$800permonth,1,1.0,90,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-228829/
1351,"Boeung Kak 1, Toul Kork, Phnom Penh","$1,600permonth",4,8.0,,,Villa,rent,https://www.realestate.com.kh/rent/boeung-kak-1/4-bed-8-bath-villa-228826/
1352," Tonle Bassac, Chamkarmon, Phnom Penh","$4,500permonth",4,4.0,,,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-4-bath-villa-228825/
1353," Toul Tum Poung 1, Chamkarmon, Phnom Penh","$2,500permonth",4,6.0,,,Villa,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/4-bed-6-bath-villa-228824/
1354,"BKK 1, Chamkarmon, Phnom Penh",$600permonth,1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-228822/
1355,"Sla Kram, Siem Reap, Siem Reap","$3,500permonth",4,5.0,,,House,rent,https://www.realestate.com.kh/rent/sla-kram/4-bed-5-bath-house-228818/
1356,"Phsar Kandal II, Daun Penh, Phnom Penh",$850permonth,4,2.0,64,,Shophouse,rent,https://www.realestate.com.kh/rent/phsar-kandal-ii/4-bed-2-bath-shophouse-228809/
1357,"BKK 1, Chamkarmon, Phnom Penh","$2,400permonth",2,2.0,107,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-228805/
1358,"BKK 1, Chamkarmon, Phnom Penh","$1,500permonth",1,1.0,62,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-228801/
1359," Chakto Mukh, Daun Penh, Phnom Penh","$1,500permonth",3,3.0,150,,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/3-bed-3-bath-apartment-228797/
1360,"Tumnob Tuek, Chamkarmon, Phnom Penh",$500permonth,1,1.0,58,,Apartment,rent,https://www.realestate.com.kh/rent/tumnob-tuek/1-bed-1-bath-apartment-228792/
1361,"BKK 1, Chamkarmon, Phnom Penh","$1,000permonth",1,1.0,50,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-228787/
1362,"BKK 1, Chamkarmon, Phnom Penh","$1,500permonth",2,2.0,125,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-228786/
1363,"BKK 1, Chamkarmon, Phnom Penh","$1,200permonth",1,2.0,100,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-2-bath-apartment-228785/
1364,"Tumnob Tuek, Chamkarmon, Phnom Penh",$550permonth,1,1.0,50,,Apartment,rent,https://www.realestate.com.kh/rent/tumnob-tuek/1-bed-1-bath-apartment-228777/
1365,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,700permonth",3,3.0,180,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-3-bath-apartment-228770/
1366,"BKK 1, Chamkarmon, Phnom Penh","$1,100permonth",1,1.0,65,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-228751/
1367,"Phsar Thmei III, Daun Penh, Phnom Penh","$1,100permonth",,,134,,Apartment,rent,https://www.realestate.com.kh/rent/phsar-thmei-iii/apartment-228750/
1368,"Phsar Thmei III, Daun Penh, Phnom Penh","$1,500permonth",3,2.0,153,,Apartment,rent,https://www.realestate.com.kh/rent/phsar-thmei-iii/3-bed-2-bath-apartment-228749/
1369,"Boeng Reang, Daun Penh, Phnom Penh",$600permonth,2,1.0,,,Shophouse,rent,https://www.realestate.com.kh/rent/boeng-reang/2-bed-1-bath-shophouse-228748/
