,location,price,bedrooms,bathrooms,floors,lands,realestate_category,type
1777,"Sala Kamraeuk, Siem Reap, Siem Reap",$400permonth,,,,,House,rent
1778,"Sla Kram, Siem Reap, Siem Reap",$350permonth,,,,,House,rent
1779,"Siem Reap, Siem Reap",$400permonth,,,,,Villa,rent
1780,"Preaek Lieb, Chroy Changvar, Phnom Penh","$1,500permonth",,,72,,Twin,rent
1781,"BKK 1, Chamkarmon, Phnom Penh","$2,300permonth",,,160,,Villa,rent
1782,"Siem Reap, Siem Reap",$180permonth,,,,,Apartment,rent
1783,"Siem Reap, Siem Reap",$210permonth,,,,,Apartment,rent
1784,"Siem Reap, Siem Reap",$150permonth,,,,,Flat,rent
1785,"Sla Kram, Siem Reap, Siem Reap",$200permonth,,,,,Apartment,rent
1786,"Siem Reap, Siem Reap",$100permonth,,,,,Flat,rent
1787,"Siem Reap, Siem Reap",$900permonth,,,,,Villa,rent
1788,"Sla Kram, Siem Reap, Siem Reap",$160permonth,,,,,Flat,rent
1789,"Daun Penh, Phnom Penh",$350permonth,,,,,Flat,rent
1790,"Boeung Tumpun, Meanchey, Phnom Penh",$250permonth,,,,,Serviced,rent
1791,"BKK 1, Chamkarmon, Phnom Penh",$800permonth,,,,,Apartment,rent
1792,"Toul Kork, Phnom Penh",$550permonth,,,,,Apartment,rent
1793,"Ou Baek K'am, Sen Sok, Phnom Penh",$250permonth,,,,,Apartment,rent
1794,"Toul Kork, Phnom Penh",$350permonth,,,,,Apartment,rent
1795,"Toul Kork, Phnom Penh",$350permonth,,,,,Apartment,rent
1796,"Toul Kork, Phnom Penh",$450permonth,,,,,Apartment,rent
1797,"Kampot, Kampot",$350permonth,,,,,House,rent
1798,"Siem Reap, Siem Reap",$400permonth,,,,,Serviced,rent
1799,"Sla Kram, Siem Reap, Siem Reap",$300permonth,,,,,Apartment,rent
1800,"Siem Reap, Siem Reap",$650permonth,,,,,Apartment,rent
1801,"Sla Kram, Siem Reap, Siem Reap",$450permonth,,,,,Apartment,rent
1802,"BKK 1, Chamkarmon, Phnom Penh","$1,650permonth",,,105,,Apartment,rent
1803,"BKK 3, Chamkarmon, Phnom Penh",$420permonth,,,65,,Apartment,rent
1804,"Chak Angrae Leu, Meanchey, Phnom Penh",$750permonth,,,72,,Condo,rent
1805,"BKK 1, Chamkarmon, Phnom Penh",$900permonth,,,,,Condo,rent
1806,"Toul Kork, Phnom Penh",$530permonth,,,52,,Apartment,rent
1807,"BKK 1, Chamkarmon, Phnom Penh",$700permonth,,,75,,Apartment,rent
1808,"Kampot, Kampot",$300permonth,,,,,House,rent
1809,"Kampot, Kampot",$300permonth,,,,,House,rent
1810,"Sla Kram, Siem Reap, Siem Reap",$300permonth,,,,,House,rent
1811,"Siem Reap, Siem Reap",$150permonth,,,,,House,rent
1812,"Chamkarmon, Phnom Penh",$299permonth,,,,,Apartment,rent
1813,"Nirouth, Chbar Ampov, Phnom Penh","$1,400permonth",,,72,,Twin,rent
1814,"Meanchey, Phnom Penh",$550permonth,,,61,,Villa,rent
1815,"Daun Penh, Phnom Penh",$425permonth,,,,,Apartment,rent
1816,"Sala Kamraeuk, Siem Reap, Siem Reap",$550permonth,,,,,Apartment,rent
1817,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$550permonth,,,,,Apartment,rent
1818,"Chroy Changvar, Chroy Changvar, Phnom Penh","$2,500permonth",,,,,Villa,rent
1819,"Daun Penh, Phnom Penh",$650permonth,,,,,Apartment,rent
1820,"Svay Dankum, Siem Reap, Siem Reap",$300permonth,,,,,Apartment,rent
1821,"Sla Kram, Siem Reap, Siem Reap",$400permonth,,,,,Apartment,rent
1822,"Sala Kamraeuk, Siem Reap, Siem Reap",$350permonth,,,,,Apartment,rent
1823,"Toul Svay Prey 1, Chamkarmon, Phnom Penh","$1,000permonth",,,,,Apartment,rent
1824,"Phsar Daeum Thkov, Chamkarmon, Phnom Penh",$380permonth,,,,,Apartment,rent
1825,"Siem Reap, Siem Reap",$300permonth,,,195,,House,rent
1826,"Svay Dankum, Siem Reap, Siem Reap",$500permonth,,,,,Apartment,rent
1827,"Svay Dankum, Siem Reap, Siem Reap",$200permonth,,,,,Apartment,rent
1828,"Siem Reap, Siem Reap",$320permonth,,,,,Apartment,rent
1829,"BKK 3, Chamkarmon, Phnom Penh",$700permonth,,,,,Apartment,rent
1830,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$300permonth,,,,,Apartment,rent
1831,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$300permonth,,,,,Apartment,rent
1832,"Khsach Kandal, Kandal",$170permonth,,,,,Apartment,rent
1833,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent
1834,"Daun Penh, Phnom Penh",$550permonth,,,,,Apartment,rent
1835,"Kampot, Kampot",$250permonth,,,,,House,rent
1836,"Tumnob Tuek, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent
1837,"Sala Kamraeuk, Siem Reap, Siem Reap",$100permonth,,,,,Apartment,rent
1838,"Svay Dankum, Siem Reap, Siem Reap",$250permonth,,,,,Apartment,rent
1839,"Sala Kamraeuk, Siem Reap, Siem Reap",$300permonth,,,,,Apartment,rent
1840,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,000permonth",,,85,,Apartment,rent
1841,"BKK 2, Chamkarmon, Phnom Penh",$500permonth,,,49,,Apartment,rent
1842,"BKK 1, Chamkarmon, Phnom Penh","$1,700permonth",,,,,Apartment,rent
1843,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$400permonth,,,,,Apartment,rent
1844,"BKK 3, Chamkarmon, Phnom Penh",$370permonth,,,60,,Apartment,rent
1845,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$600permonth,,,,,Apartment,rent
1846,"BKK 1, Chamkarmon, Phnom Penh","$1,300permonth",,,,,Apartment,rent
1847,"Daun Penh, Phnom Penh",$750permonth,,,,,Apartment,rent
1848,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$350permonth,,,,,Serviced,rent
1849,"Toul Kork, Phnom Penh","$2,700permonth",,,,,Condo,rent
1850,"Svay Dankum, Siem Reap, Siem Reap",$200permonth,,,,,Flat,rent
1851,"Svay Dankum, Siem Reap, Siem Reap",$200permonth,,,,,Apartment,rent
1852,"Sla Kram, Siem Reap, Siem Reap",$200permonth,,,,,Apartment,rent
1853,"Siem Reap, Siem Reap",$250permonth,,,,,Apartment,rent
1854,"Siem Reap, Siem Reap",$950permonth,,,,,Villa,rent
1855,"Sala Kamraeuk, Siem Reap, Siem Reap",$145permonth,,,,,Apartment,rent
1856,"Sla Kram, Siem Reap, Siem Reap",$400permonth,,,,,Apartment,rent
1857,"Tonle Bassac, Chamkarmon, Phnom Penh",$600permonth,,,70,,Apartment,rent
1858,"Veal Vong, 7 Makara, Phnom Penh","$2,300permonth",,,281,,Serviced,rent
1859,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$250permonth,,,55,,Apartment,rent
1860,"BKK 3, Chamkarmon, Phnom Penh",$300permonth,,,,,Apartment,rent
1861,"Boeung Trabek, Chamkarmon, Phnom Penh",$250permonth,,,,,Apartment,rent
1862,"Toul Kork, Phnom Penh",$150permonth,,,20,,Flat,rent
1863,"BKK 2, Chamkarmon, Phnom Penh",$750permonth,,,240,,Apartment,rent
1864,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$250permonth,,,,,Flat,rent
1865,"Svay Dankum, Siem Reap, Siem Reap",$250permonth,,,,,Apartment,rent
1866,"Siem Reap, Siem Reap",$140permonth,,,,,Apartment,rent
1867,"Siem Reap, Siem Reap",$350permonth,,,,,Apartment,rent
1868,"Siem Reap, Siem Reap",$395permonth,,,250,,Apartment,rent
1869,"Siem Reap, Siem Reap",$350permonth,,,,,Apartment,rent
1870,"Toul Svay Prey 2, Chamkarmon, Phnom Penh",$950permonth,,,,,Apartment,rent
1871,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent
1872,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent
1873,"Daun Penh, Phnom Penh",$750permonth,,,,,Apartment,rent
1874,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$400permonth,,,,,Apartment,rent
1875,"BKK 3, Chamkarmon, Phnom Penh","$1,000permonth",,,,,Apartment,rent
1876,"Toul Kork, Phnom Penh",$350permonth,,,,,Apartment,rent
1877,"BKK 3, Chamkarmon, Phnom Penh",$650permonth,,,79,,Apartment,rent
1878,"Toul Svay Prey 1, Chamkarmon, Phnom Penh",$400permonth,,,,,Serviced,rent
1879,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$300permonth,,,,,House,rent
1880,"Sen Sok, Phnom Penh","$2,700permonth",,,238,,Villa,rent
1881,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$700permonth,,,,,Apartment,rent
1882,"BKK 2, Chamkarmon, Phnom Penh",$190permonth,,,30,,Flat,rent
1883,"BKK 3, Chamkarmon, Phnom Penh",$600permonth,,,55,,Apartment,rent
1884,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$280permonth,,,30,,Flat,rent
1885,"Daun Penh, Phnom Penh",$730permonth,,,,,Serviced,rent
1886,"BKK 1, Chamkarmon, Phnom Penh","$1,000permonth",,,,,Serviced,rent
1887,"BKK 1, Chamkarmon, Phnom Penh","$1,700permonth",,,,,Apartment,rent
1888,"Boeung Tumpun, Meanchey, Phnom Penh",$275permonth,,,,,Apartment,rent
1889,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$300permonth,,,,,Apartment,rent
1890,"BKK 1, Chamkarmon, Phnom Penh",$550permonth,,,,,Apartment,rent
1891,"Siem Reap, Siem Reap",$180permonth,,,,,Apartment,rent
1892,"Toul Kork, Phnom Penh",$650permonth,,,49,,Apartment,rent
1893,"Toul Kork, Phnom Penh",$650permonth,,,,,Apartment,rent
1894,"Sen Sok, Phnom Penh","$1,300permonth",,,,,Villa,rent
1895,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$260permonth,,,,,Flat,rent
1896,"Tuek Thla, Sen Sok, Phnom Penh",$300permonth,,,,,Apartment,rent
1897,"Kampot, Kampot",$250permonth,,,,,House,rent
1898,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$650permonth,,,,,Apartment,rent
1899,"Sen Sok, Phnom Penh",$600permonth,,,80,,Condo,rent
1900,"Tonle Bassac, Chamkarmon, Phnom Penh",$600permonth,,,,,Apartment,rent
1901,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent
1902,"Chroy Changvar, Phnom Penh",$320permonth,,,,,Flat,rent
1903,"Dangkao, Phnom Penh",$200permonth,,,49,,House,rent
1904,"Tonle Bassac, Chamkarmon, Phnom Penh",$650permonth,,,65,,Apartment,rent
1905,"Tumnob Tuek, Chamkarmon, Phnom Penh",$450permonth,,,,,Apartment,rent
1906,"Kampot, Kampot",$200permonth,,,,,Apartment,rent
1907,"Kampot, Kampot",$150permonth,,,,,House,rent
1908,"Kampot, Kampot",$250permonth,,,,,Apartment,rent
1909,"Tonle Bassac, Chamkarmon, Phnom Penh",$850permonth,,,50,,Apartment,rent
1910,"Boeung Tumpun, Meanchey, Phnom Penh",$250permonth,,,,,Condo,rent
1911,"Tonle Bassac, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent
1912,"Russey Keo, Phnom Penh",$450permonth,,,68,,House,rent
1913,"BKK 3, Chamkarmon, Phnom Penh",$700permonth,,,79,,Serviced,rent
1914,"Toul Kork, Phnom Penh",$650permonth,,,,,Condo,rent
1915,"Toul Kork, Phnom Penh",$700permonth,,,,,Condo,rent
1916,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$750permonth,,,,,Apartment,rent
1917,"Boeung Tumpun, Meanchey, Phnom Penh",$170permonth,,,,,Condo,rent
1918,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$370permonth,,,,,Serviced,rent
1919,"Daun Penh, Phnom Penh",$550permonth,,,75,,Condo,rent
1920,"Boeung Trabek, Chamkarmon, Phnom Penh",$600permonth,,,,,Apartment,rent
1921,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$450permonth,,,,,Apartment,rent
1922,"BKK 2, Chamkarmon, Phnom Penh",$350permonth,,,,,Flat,rent
1923,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$700permonth,,,,,Apartment,rent
1924,"Chamkarmon, Phnom Penh",$550permonth,,,,,Apartment,rent
1925,"Toul Kork, Phnom Penh",$350permonth,,,,,Flat,rent
1926,"Toul Kork, Phnom Penh",$370permonth,,,,,Apartment,rent
1927,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$600permonth,,,,,Serviced,rent
1928,"BKK 2, Chamkarmon, Phnom Penh",$450permonth,,,,,Serviced,rent
1929,"BKK 1, Chamkarmon, Phnom Penh",$800permonth,,,,,Apartment,rent
1930,"BKK 3, Chamkarmon, Phnom Penh",$300permonth,,,,,Apartment,rent
1931,"Phsar Daeum Thkov, Chamkarmon, Phnom Penh",$450permonth,,,,,Apartment,rent
1932,"Sen Sok, Phnom Penh",$450permonth,,,,,Apartment,rent
1933,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$400permonth,,,,,Serviced,rent
1934,"Tonle Bassac, Chamkarmon, Phnom Penh",$400permonth,,,60,,Condo,rent
1935,"Chamkarmon, Phnom Penh","$1,000permonth",,,,,Apartment,rent
1936,"Stueng Mean chey, Meanchey, Phnom Penh",$600permonth,,,61,,House,rent
1937,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$250permonth,,,,,Apartment,rent
1938,"Veal Vong, 7 Makara, Phnom Penh",$500permonth,1,1.0,47,,Flat,rent
1939,"Daun Penh, Phnom Penh",$350permonth,,,,,Apartment,rent
1940,"BKK 1, Chamkarmon, Phnom Penh","$1,200permonth",,,,,Condo,rent
1941,"Daun Penh, Phnom Penh",$700permonth,,,,,House,rent
1942,"Daun Penh, Phnom Penh",$700permonth,,,,,House,rent
1943,"Daun Penh, Phnom Penh","$1,100permonth",,,,,Serviced,rent
1944,"BKK 3, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent
1945,"BKK 1, Chamkarmon, Phnom Penh",$320permonth,,,50,,Apartment,rent
1946,"Svay Dankum, Siem Reap, Siem Reap",$350permonth,,,,,Apartment,rent
1947,"Sla Kram, Siem Reap, Siem Reap",$300permonth,,,,,Serviced,rent
1948,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$400permonth,,,,,Apartment,rent
1949,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent
1950,"Dangkao, Phnom Penh",$250permonth,,,,,House,rent
1951,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$600permonth,,,,,Apartment,rent
1952,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$280permonth,,,,,Flat,rent
1953,"BKK 3, Chamkarmon, Phnom Penh",$430permonth,,,,,Serviced,rent
1954,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$370permonth,,,,,Apartment,rent
1955,"BKK 3, Chamkarmon, Phnom Penh",$900permonth,,,140,,Apartment,rent
1956,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$450permonth,,,,,Apartment,rent
1957,"BKK 2, Chamkarmon, Phnom Penh",$450permonth,,,55,,Apartment,rent
1958,"Chamkarmon, Phnom Penh",$430permonth,,,,,Serviced,rent
1959,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$260permonth,,,,,Apartment,rent
1960,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$600permonth,,,59,,Serviced,rent
1961,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$650permonth,,,,,Serviced,rent
1962,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$450permonth,,,,,Serviced,rent
1963,"Chak Angrae Leu, Meanchey, Phnom Penh",$500permonth,,,,,Condo,rent
1964,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$350permonth,,,,,Serviced,rent
1965,"BKK 3, Chamkarmon, Phnom Penh",$600permonth,,,,,Serviced,rent
1966,"Boeung Trabek, Chamkarmon, Phnom Penh",$300permonth,,,,,Serviced,rent
1967,"Chroy Changvar, Phnom Penh",$220permonth,,,,,Flat,rent
1968,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent
1969,"Toul Kork, Phnom Penh",$550permonth,,,,,Apartment,rent
1970,"Veal Vong, 7 Makara, Phnom Penh",$500permonth,,,,,Apartment,rent
1971,"BKK 1, Chamkarmon, Phnom Penh",$550permonth,,,,,Condo,rent
1972,"Kampot, Kampot",$250permonth,,,,,House,rent
1973,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$700permonth,,,100,,Apartment,rent
1974,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$270permonth,,,,,Apartment,rent
1975,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$450permonth,,,72,,Apartment,rent
1976,"Preaek Anhchanh, Mukh Kampul, Kandal",$350permonth,,,97,,House,rent
1977,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$650permonth,,,100,,Apartment,rent
1978,"BKK 3, Chamkarmon, Phnom Penh",$750permonth,,,,,Apartment,rent
1979,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$260permonth,,,,,Apartment,rent
1980,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$600permonth,,,,,Apartment,rent
1981,"BKK 1, Chamkarmon, Phnom Penh","$3,200permonth",,,,,Apartment,rent
1982,"BKK 1, Chamkarmon, Phnom Penh","$2,500permonth",,,,,Apartment,rent
1983,"BKK 1, Chamkarmon, Phnom Penh","$1,300permonth",,,,,Apartment,rent
1984,"BKK 1, Chamkarmon, Phnom Penh","$1,000permonth",,,,,Apartment,rent
1985,"Sen Sok, Phnom Penh",$550permonth,,,,,Condo,rent
1986,"Kampot, Kampot",$450permonth,,,,,House,rent
1987,"Kampot, Kampot",$300permonth,,,,,House,rent
1988,"Svay Dankum, Siem Reap, Siem Reap",$300permonth,,,,,Villa,rent
1989,"Siem Reap, Siem Reap",$300permonth,,,,,Apartment,rent
1990,"Toul Tum Poung 1, Chamkarmon, Phnom Penh","$1,300permonth",,,,,Apartment,rent
1991,"Tonle Bassac, Chamkarmon, Phnom Penh",$500permonth,,,68,,Condo,rent
1992,"Phnom Penh, Phnom Penh",$450permonth,,,55,,Apartment,rent
1993,"Toul Kork, Phnom Penh",$500permonth,,,99,,Condo,rent
1994,"Phsar Chas, Daun Penh, Phnom Penh",$400permonth,,,,,House,rent
1995,"Phsar Daeum Thkov, Chamkarmon, Phnom Penh",$850permonth,,,,,Apartment,rent
1996,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$750permonth,,,,,Apartment,rent
1997,"BKK 1, Chamkarmon, Phnom Penh",$550permonth,,,45,,Condo,rent
1998,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$280permonth,,,,,Apartment,rent
1999,"Toul Kork, Phnom Penh",$450permonth,,,,,House,rent
